譯文ID	作業ID	原文ID	原文對話序號	語言別	內容
12936	378	8	53	zh-TW	是的，這些親密訊息都是在我手機上。
12937	378	8	54	en-US	Now, I’ m going to ask you some questions based on these intimate messages.The first message happened at 106/12/21 9:50 p.m. and the phone number is 0958-932123 and the message content is “I really miss you, my love.”
12938	378	8	55	zh-TW	那是我其中一個同事發給我的簡訊。因為我前兩天都加班到很晚，所以她關心我的狀況。我同事是受過美式教育的，所以她是非常的劍潭與開放。那至於這個my love，只是我們之間的一個稱謂而已，其實沒有什麼。
12939	378	8	56	en-US	So, do you mean that because your colleague once studied in aboard and her thought is westernized, so the express of the emotion is very open. The phrase ”my love” means nothing, right?
12940	378	8	57	zh-TW	對阿!那個my love 就只是我們對彼此的稱呼，其實也沒有什麼，就是西方稱呼彼此都是這樣。
12941	378	8	58	en-US	Then, what’s your explanation about the previous sentence?
12942	378	8	59	zh-TW	就像我說的，她只是單純擔心我而已。因為我們是同事，工作壓力比較大，她當然會關心我啊!
12943	378	8	60	en-US	So, do you mean that because you have not gone to work for two days and don’t assist with your course, so she sent the message to concern you?
12944	378	8	61	zh-TW	是的，那就是訊息的內容阿!沒有什麼其他的。
12945	378	8	62	en-US	Ok, and the second message was sent at 11:55 p.m. 106/12/29 from the same person and the message was that “I want you by my side, when do we get together?”
12946	378	8	63	zh-TW	她只是傳這封簡訊來向我詢問說這個句子的意思與表達。
12947	378	8	64	en-US	So, do you mean that your colleague sent a message to help you with your assignment? What does that mean?
12948	378	8	65	zh-TW	就像我太太之前說的，我曾經修習英語教學的碩士學位，要30學分才能畢業，常常需要完成一些作業和練習，她只是幫我罷了。
12949	378	8	66	en-US	What do you study in your master degree?
12950	378	8	67	zh-TW	我的碩士學位是關於英語教學的，那主要是學習英語教學，還有學習語言文化相關，還有語言能力。
12951	378	8	68	en-US	So, do you mean that you get a master degree of English teaching and the course is combined with some culture communication?
12952	378	8	69	zh-TW	是的，我記得有三門關於文化溝通的。
12953	378	8	70	en-US	So, what kind of assignment do the culture communication courses often assign?
12954	378	8	71	zh-TW	這個跨文化溝通的課程其實是非常的不一樣的。像我就是要尋找一個英語教學的職位，那我必須要對於中文有非常好的造詣。因此，我的作業很多都是關於英中翻譯的。
12955	378	8	72	en-US	So, do you mean that because you want to teach Chinese in Taiwan, so you have to finish the English courses about culture communication and the assignment is always about English-Chinese translation?
12956	378	8	73	zh-TW	是的，我也必須要常常精進我的寫作與口說能力。
12957	378	8	74	en-US	Let’s get back to the sentence…
12958	378	8	75	zh-TW	對的，因為我對於中文其實沒有很了解，所以我就傳了中文句子給我同事，請她幫我翻譯，然後她把中文翻好之後再用英文傳過來。
12959	378	8	76	en-US	So, do you mean that the assignment you sent some Chinese sentence to your colleague and your colleague sent back the English translation? In other words, is that the answer of the translation?
12960	378	8	77	zh-TW	那個簡訊就是那個中文句子的翻譯解答。
12961	378	8	78	en-US	The defendant, please look at the indictment 1 page 14-16 and please quickly browse these messages and I want to ask you that are these messages is all about the assignment?
12962	378	8	79	zh-TW	是的，這些簡訊的傳送都是為了幫助我完成作業?
12963	378	8	80	en-US	So, your wife accused you for the adultery and what’s your explanation about this?
12964	378	8	81	zh-TW	關於這件事，我覺得我老婆想太多了。她認為我沒有能力支持家庭，而且她在我學習的時候，我老婆也從來沒有對我有任何幫助阿。因為在我就讀碩士時候，其實她沒有給我什麼幫助。那假設她能給予我幫助的話，就是不用傳那麼多訊息去尋求幫助了，所以我覺得她應該被這件事被譴責。
12965	378	8	82	en-US	According to the sentence from both parties, I think that your married life is not too good.
12966	378	8	83	zh-TW	在我們感情的初期，其實是過的有點苦，特別是在我尋求葡萄牙文的工作時候，因為當時後收入不是很穩定。因此，我老婆對於我工作不穩定其實不諒解，我們常常因為此事而吵架。我老婆甚至沒有體諒我所遇到的挫折及遇到的困難。
12967	378	8	84	en-US	OK, let’s get back to the master degree. When did you start your master degree and when did you finish? Did you get a degree?
12968	378	8	85	zh-TW	這個碩士學位是從2015年的四月開始。原本預計是2017年五月會取得學位，但是因為其實在過程中很少有時間去認真完成作業，所以最後還是還沒有得到學位。就像我說的，我的太太在我的求學過程中，其實沒有給我任何幫助，所以我一直都是孤單一個人去追尋我的夢想，努力取得學位，所以我非常的疲累與挫折。
12969	378	8	86	en-US	So, do you mean that your master is long for two years and you didn’t finish, why?
12970	378	8	87	zh-TW	因為我沒辦法完成所有的作業，而且還有一些課程上的要求也沒有達成。
12971	378	8	88	en-US	Then, what's the date of the last registration?
12972	378	8	89	zh-TW	上一次最後註冊日期是2107年...
12973	378	8	90	en-US	As you said, the courses ended at in 2017/05 and the learning should not be continued to July, then why do you still send the messages in July?
12974	378	8	91	zh-TW	雖然碩士學位已經結束了，但是我還是非常積極的學中文，所以在那之後，我還是持續的學習中文，而且也非常努力的研讀。
12975	378	8	92	en-US	So, do you mean that after the program, you still want to learn Chinese, so you study very hard alone, right?
12976	378	8	93	zh-TW	是的，這也就是為什麼我會尋求同事的幫忙。
12977	378	8	94	en-US	So, in other words, your colleague played the role like your tutor, right?
12978	378	8	95	zh-TW	對我來說，她不只是一位家教，也是一位很好的朋友?
12979	378	8	96	en-US	Then, do you pay to her?
12980	378	8	97	zh-TW	並沒有，其實我有想要給她錢，但是她拒絕了。
12981	378	8	98	en-US	If you didn't pay to her, why did she still passionate to send these messages? Isn't it clear?
12982	378	8	99	zh-TW	所以就是我說因為她非常支持我，所以她願意花自己的時間來教我啊。
12983	378	8	100	en-US	Do you still teach English in that cram school?
12984	378	8	101	zh-TW	是的，我還在那工作。
12985	378	8	102	en-US	So, does the colleague still work there?
12986	378	8	103	zh-TW	是的，她還在那邊工作，但是我們已經沒有任何課程方面的合作了。
12987	378	8	104	en-US	Prosecutor, do you have any further to add or search for more information?
12988	378	8	105	en-US	My honor, I want to ask the colleague of the defendant, also黃蓉兒from美而美 cram school and talks about the purpose of the messages.
12989	378	8	106	en-US	The accuser, do you have something needs our assistance to investigat
12990	378	8	107	en-US	 I have heard the美而美cram school once took action about the two person, so I want to ask about the evidence form the cram school.
12991	378	8	108	en-US	The defendant, do you have any evidence that you want us to investigate?The defendant, since the master degree ended at 2017/05 but after that, you and黃蓉兒still have many interaciton and even after 9 p.m., you and黃蓉兒still send messages, so do you have any evidence want to search about this?
12992	378	8	109	zh-TW	關於這件事，其實我沒有什麼證據能夠提供的。就像我說的，我只是單純因為修習英語教學碩士學位的文化溝通的課程，我只是想要改進我的英文能力。
12993	378	8	110	en-US	The next procedure is at 2:30 p.m., 2017/06/24 and please the defendant and the accuser come to the court. Both parties can hire a lawyer.
12994	378	8	111	en-US	 I understand
12995	378	8	112	zh-TW	我明白。
12996	384	8	1	en-US	Today we are here for the civil case, case number 2345
12997	384	8	8	en-US	I am here today for a civil case, case No. 5678 as an interpreter. I promise to faithfully and honestly translate what is stated in this court. In case of intentionally making false interpretation, the violation of perjury will 
12998	384	8	9	en-US	The name of accuser
12999	384	8	10	en-US	Yu-han Wang
13000	384	8	11	en-US	ID Number:
13001	384	8	12	en-US	H2248143957
13002	384	8	13	en-US	Mailing address
13003	384	8	14	en-US	Floor 19, No.211 section 4, Ren-ai Road Taipei City
13004	384	8	15	en-US	null
13005	384	8	16	zh-TW	愛德華塔可亞希
13006	384	8	17	en-US	Passport number
13007	384	8	18	zh-TW	XP82891116
13008	384	8	19	en-US	Arc No.
13009	384	8	20	zh-TW	AC28329123
13010	384	8	21	en-US	Mailing address
13011	384	8	22	zh-TW	台北市仁愛路4段211號19樓
13012	384	8	23	en-US	I am going to read you your right.
13013	384	8	24	en-US	You have the right to remain silent and do not have to make any statement against your will.
13014	384	8	25	en-US	You have the right to a lawyer. If you come from a low-income family, a medium-and-low income family, or if you are an aborigine, or meet other qualifications set by the law, you may ask the court for legal assistance. 
13015	384	8	26	en-US	You have the right to ask the court to investigate any evidence which can help you with your case.
13016	384	8	27	en-US	Does the defendant fully understand your right?
13017	384	8	28	zh-TW	是的，我了解。
13018	384	8	29	en-US	Prosecutor, please describe the crime.
13019	384	8	30	en-US	Same as the indictment.
13020	384	8	31	en-US	Today we are here for the preparatory procedure for love affair. Yu-han Wang filed the suit because her husband with his colleagues has some imitate messages with each other, and her husband often has some regular contact with his colleague Ron-er Huang. The defendant, your wife is going to suit you, and what’s your plea?
13021	384	8	32	zh-TW	無罪答辯，當然。
13022	384	8	33	en-US	In today’s preparatory procedure, we are going to see the details of the messages and to decide whether the detail is enough to make the case. Do both parties understand the procedure?
13023	384	8	34	en-US	I understand.
13024	384	8	35	zh-TW	是的，我了解。
13025	384	8	36	en-US	The accuser, how long you married with your husband? Do you have children?
13026	384	8	37	en-US	We’ve married for 4 years. We have no children.
13027	384	8	38	en-US	Did you marry in Taiwan, or abroad?
13028	384	8	39	en-US	I met with my husband in Taiwan, and he came to Taiwan here because he taught Portuguese.
13029	384	8	40	en-US	So he taught the language is always?
13030	384	8	41	en-US	After our marriage, he kept teaching language as a language teacher. He keeps teaching. But the language is not frequent in Taiwan, so he had no steady class. Often there’s one or two months no class for him. In order to make income steady, he decided to teach English, but English is actually not his mother tongue, so he decided to go to English class.
13031	384	8	42	en-US	You mean the course, does it mean the degree?
13032	384	8	43	en-US	No, because he wants to teach in Taiwan, so the degree he wants to get is about teaching English. The file for the America California is far distance course that allowed him to have the course from the far distance. After he gets the credit, he will get the master degree. And after he gets the master degree, he can teach English in Taiwan.
13033	384	8	44	en-US	What’s the relationship between him and this love affair object.
13034	384	8	45	en-US	They are colleagues in a cram school. The cram school has Chinese teacher and English teacher at the same class, and the one in this love affair is the Chinese teacher in the class.
13035	384	8	46	en-US	How do you know they have love affairs?
13036	384	8	47	en-US	At the first I discover my husband stayed in the school for a long time. I wonder that is only an English cram school, why did he have to stay there for long, and he answered he had to communicate with Chinese teacher. At first I didn’t doubt him, but I found there are some phone calls to home and he always answered when I wasn’t there and he even answered phone at the study.
13037	384	8	48	en-US	When you checked the phone, did you find anything strange?
13038	384	8	49	en-US	I found a regular number in his phone, so I checked the email and I found there are many emails about the colleagues that almost contact each other every day.
13039	384	8	50	en-US	It seems common for the message, is that strange in the content in the message?
13040	384	8	51	en-US	If this is only a common message, that’s OK. But there are often some strange words and imitate words in the message. I have filed it to the court, that should be in the file there
13041	384	8	52	en-US	The exhibit 13, there is the content of the message. The defendant, is it from your message?
13042	384	8	53	zh-TW	是的，這是我手機的簡訊。
13043	384	8	54	en-US	I am going to request you from these messages. The first message is at 21:50 on 21st December, 2017. The number is 0958-932123. The content is “I really miss you, my love”, and what does it mean?
13044	384	8	55	zh-TW	那封信是我同事傳給我的，我記得那時候我請了兩天假，她很擔心我，所以才傳了這封簡訊來。我的同事是接受美國教育，心胸非常開闊，那只不過是她講話的一種方式來表述自己想要表達的。「my love」只不過是一個我們對於一個在乎人所用的用法。
13045	384	8	56	en-US	The messenger is from the US and her way to speak is so open, so ‘my love’ means nothing, is it right?
13046	384	8	57	zh-TW	對啊，那根本就沒有代表什麼，它只不過就是互相表達關心的詞而已。
13047	384	8	58	en-US	How about the former sentence?
13048	384	8	59	zh-TW	正如我前面所說的，我沒去上班的兩天，她很想我。
13049	384	8	60	en-US	You mean she just wanted to express her concern because of your two days off. And she needed your help from class so she misses you. Only this?
13050	384	8	61	zh-TW	是啊，就這樣而已，那簡訊根本就沒什麼大不了的。
13051	384	8	62	en-US	The second exhibit, the message at 23:55 on December 29th 2017 from the same phone, the content is ‘I want you by my side, when can we be truly together?’ and why did she send the message?
13052	384	8	63	zh-TW	她傳那封簡訊是想回答我那句中文是什麼意思
13053	384	8	64	en-US	You mean she send this message it do the homework, and what does it mean?
13054	384	8	65	zh-TW	在我老婆告我之前，我還有13個學分要拿，要拿到這13個學分我才能取得碩士學位，所以我還有作業和練習題要做
13055	384	8	66	en-US	Could you explain first what did you study for the mast degree?
13056	384	8	67	zh-TW	我的碩士課程大部分是英文課程，還有一些文化課程和能力課程。
13057	384	8	68	en-US	You mean the degree you get is for English teaching but there are other culture and communication courses
13058	384	8	69	zh-TW	是啊，我記得至少有3堂是文化與溝通的課程。
13059	384	8	70	en-US	So what the assignment did they give you in the culture and communication courses?
13060	384	8	71	zh-TW	這門課文化與溝通的課程每個學生的作業都不太一樣，像我是待台灣，我就必須要證明我可以精準的駕馭中文，還有我的中文能力這樣子。因此我中文很多都是中英翻譯。
13061	384	8	72	en-US	You mean because you have to teach Taiwanese English so you have to prove your Chinese ability so there are a lot of Chinese and English assignments for you, is it?
13062	384	8	73	zh-TW	是啊，我的確有必要去精進我的口說和寫作能力。
13063	384	8	74	en-US	So is it your assignment?
13064	384	8	75	zh-TW	中文字對我來說就是有幾個字很難辨認，所以我就寄了這封簡訊給她，請她翻譯過來。
13065	384	8	76	en-US	You mean this message is only the answer of the assignment. You sent the Chinese words to her and she brought the Chinese answer to you, is that right?
13066	384	8	77	zh-TW	那封簡訊就只是我作業的解答而已。
13067	384	8	78	en-US	The exhibit 1, page 14 to 16, are these all the answers to your assignments? You sent them because your assignment?
13068	384	8	79	zh-TW	是的，這些簡訊全部都是作業要用的。
13069	384	8	80	en-US	How do you explain about the love affair your wife filed
13070	384	8	81	zh-TW	我覺得我太太真的是想太多了，我知道她覺得我沒有能力撫養家庭。因為他都不支持我這個碩士學位，所以我只好問我同事，如果她肯支持我一點，我就不用問我同事了，我覺得她必須為這整個誤會負責。
13071	384	8	82	en-US	According to what you said, is that any unpleasant situations between you and your wife?
13072	384	8	83	zh-TW	我們一開始還不錯，但可能是教葡萄牙語的關係，可能就…。自從開始教葡萄牙語，工作的關係就一直起爭執，她覺得我都一直沒有盡我的力去工作，但其實我經常遇到挫折，我都沒辦法跟她說
13073	384	8	84	en-US	Back to what you said about the master degree, when did the master degree begin, and has it finished and do you get the degree?
13074	384	8	85	zh-TW	我是在2015開始，預計2017年結束，但因為我一直有在兼職，所以我一直無法完成我的碩士課程。就像我說的，我太太一點都不支持我，我必須獨力完成這個學位，我覺得很累很挫折挫敗。
13075	384	8	86	en-US	You mean the degree is for 2 years, but you didn’t fish it, why?
13076	384	8	87	zh-TW	我沒有辦法完成所有課程作業，還有一些課程必修。
13077	384	8	88	en-US	So the registration for the semester, when did it end?
13078	384	8	89	zh-TW	我註冊的最後一個學期是2017年的春季。
13079	384	8	90	en-US	If you said is true, you mean the last registration is last until May 2107, and there will not be any assignments for you, but the messages between you and your colleague remained 7 months afterwards, could you explain why?
13080	384	8	91	zh-TW	我沒能完成我的學位，並不代表我不想繼續精進我的中文能力，為了繼續精進中文能力，所以我一直有在試圖傳簡訊增進中文。
13081	384	8	92	en-US	You mean even though you didn’t finish the master degree, you still want to improve your Chinese ability and make your Chinese fluent more, is it right?
13082	384	8	93	zh-TW	那就是我問我同事的目的，希望她幫我。
13083	384	8	94	en-US	So the colleague plays the role of a house teacher for you?
13084	384	8	95	zh-TW	她不只是我的家教，還是我的朋友。
13085	384	8	96	en-US	Did you pay her?
13086	384	8	97	zh-TW	沒有，我想要付，但她婉拒。
13087	384	8	98	en-US	If you didn’t her, why did she send the messages in the middle of the night? Doesn’t that exceed the relationship between you and the colleague?
13088	384	8	99	zh-TW	這就是我說她為什麼總是這麼支持我，用盡所有的時間來教我中文。
13089	384	8	100	en-US	Are you still teaching in that school?
13090	384	8	101	zh-TW	是的，我還繼續在那邊上班。
13091	384	8	102	en-US	Is this colleague working there, too?
13092	384	8	103	zh-TW	她也繼續在在那邊教書，但我們不再是一個團隊了。
13093	384	8	104	en-US	 Prosecutor, is there any witness you want to subpoena or you want to investigate something?
13094	384	8	105	en-US	I hope to subpoena Ron-er Huang, the colleague from Mei-er-Mi cram school as a witness and asked her about the relationship with the man and the purpose to send the message.
13095	384	8	106	en-US	The accuser, do you have anything you want the court to investigate.
13096	384	8	107	en-US	I heard that school have taken action for the relationship between my husband and Ron-er Huang. I want this investigation.
13097	384	8	108	en-US	The defendant, do you want the court to investigate something for you? Now your master degree ended at June, 2017, you didn’t have any reason to send these messages with your colleagues. That’s really strange and especially these messages sent from your colleague were mostly sent after 9 pm, do you anything you want the court to investigate for you?
13098	384	8	109	zh-TW	我沒有想到什麼法院可以為我調查的證據，我只是像要加強我的中文能力罷了。
13099	384	8	110	en-US	The next court is set at 4:30 pm on June 24th, 2018 and to subpoena the witness. The accuser and defendant have to be there. Both of you can have a lawyer.
13100	384	8	111	en-US	I understand.
13101	384	8	112	zh-TW	我也明白。
13102	389	8	1	en-US	Today we’re here for an adultery case, Case Number … as an preparation procedure.
13103	389	8	8	en-US	I’m here today for an adultery case, Case Number … as an interpreter. I promise to faithfully and honestly interpret what is stated in this court. In the case of intentionally making false interpretation, the violation of perjury will apply.
13104	389	8	9	en-US	The name of the accuser
13105	389	8	10	zh-TW	宇涵王
13106	389	8	11	en-US	ID number
13107	389	8	12	en-US	H-two-two-four-eight-one-four-three-nine-five-seven
13108	389	8	13	en-US	Mailing address
13109	389	8	14	en-US	Floor 19th, No. 211, Ren-ai Road, Section 4, Taipei City
13110	389	8	15	en-US	The name of the defendant
13111	389	8	16	zh-TW	愛德華･卡帕雅西
13112	389	8	17	en-US	Passport number
13113	389	8	18	zh-TW	XP82891116
13114	389	8	19	en-US	ARC number
13115	389	8	20	zh-TW	AC28329123
13116	389	8	21	en-US	Mailing address
13117	389	8	22	zh-TW	台北市仁愛路4段211號19樓
13118	389	8	23	en-US	Now I’m going inform the defendant’s right.
13119	389	8	24	en-US	First, you have the right to remain silent and do not have to make any statement against your will.
13120	389	8	25	en-US	Second, you have the right to a lawyer. If you come from a low-income family, a medium-and-low-income family, or if you are an aborigine or meet other qualifications set by the law, you may ask the court for legal assistance.
13121	389	8	26	en-US	Third, you have the right to ask the court to investigate any evidence which may help you with your case.
13122	389	8	27	en-US	Do you fully understand your rights?
13123	389	8	28	zh-TW	我明白。
13124	389	8	29	en-US	Prosecutor, please state the crime.
13125	389	8	30	en-US	Same as the indictment.
13126	389	8	31	en-US	Today we’re here for the preparation procedure for an adultery case. The accuser 宇涵王, she claimed that her husband… has an affair… her husband Edward Kapayashi has an affair with his coworker in his cram school. The accuser found some intimate messages in her husband cell phone, and all that messages showed her husband has more than… a relationship more than a coworker with her colleagues… and her husband often make up reasons for another worktime… and tele-conferencing in dark night. The defendant, your wife filed the lawsuit on you for adultery. What’s your plea?
13127	389	8	32	zh-TW	我完全是無罪的。
13128	389	8	33	en-US	In today’s preparation procedure, the court will investigate the details in the messages from your cell phone and we will consider that the messages are enough to constitute an adultery. And we will ask questions of you two. Do you both understand?
13129	389	8	34	en-US	I understand.
13130	389	8	35	zh-TW	我了解。
13131	389	8	36	en-US	The accuser, how long have you been married with your husband? Do you have any child?
13132	389	8	37	en-US	We have been married for four years. We don’t have any child.
13133	389	8	38	en-US	Are you married in Taiwan? Or other place?
13134	389	8	39	en-US	I met my husband in Taiwan four years ago. He came to Taiwan to teach Portuguese.
13135	389	8	40	en-US	So, in the past years, did he work as an Portuguese teacher?
13136	389	8	41	en-US	The time we met, he was an Portuguese teacher, and now he’s still teaching Portuguese. However, Portuguese in Taiwan is not popular with people, so his teaching-hours are often not stable. (yeah… not stable… from one to two hours per week…) After that in order to make his income more stable, so he decided to teach English as well. But English is not his mother tongue, so he tried to seek an advanced degree.
13137	389	8	42	en-US	You just said that (X2) he wanted to… your husband wanted to seek an advanced degree. That means get an degree in Taiwan?
13138	389	8	43	en-US	No, I mean he wants to… teach English, so the degree he needs is about a teaching qualification. My husband found a distance learning program on-line and it is a program from California, the United States. And the program provides on-line learning so that he doesn’t need to go to the USA and he can learn English on teaching… for teaching. After he finished his class, got his… all the credits he needs, he can… could obtain the master degree in the USA, and he can use the degree to teach English in Taiwan.
13139	389	8	44	en-US	Then, the relationship between your husband and the person he has affair with… what is the relationship?
13140	389	8	45	en-US	They are coworkers in a cram school. The cram school… the class in the cram school needs a foreign teacher and a Chinese teacher to teach English together. The affair person is the Chinese teacher.
13141	389	8	46	en-US	How did you know they have an affair?
13142	389	8	47	en-US	At first, I often ask my husband why did he always stay up late in the cram school. It’s just an English class. There’s no need for staying up late in the cram school, but my husband told me that he had something to discuss with his Chinese teacher… for teaching. I did not… doubt my husband at first, but days pass… days has passed, my husband would get some calls in our home after getting off the cram school, and he will answer the phone into… in his study room so I have no choice but to doubt him.
13143	389	8	48	en-US	Did you find anything inordinary stuffs… messages?
13144	389	8	49	en-US	There is a same num… a very same number in his phone record so I checked my husband cell phone’s messages, and I found that my husband chatted with the woman very often.
13145	389	8	50	en-US	It just… they are just text messages. Anything not okay?
13146	389	8	51	en-US	If they are some work stuff messages, that’s okay. I found very intimate words the woman used to text in the message, and my husband is married with me, you know, so that’s quite not okay.
13147	389	8	52	en-US	Please display the exhibit file on page 13. The accuser, are these your… the messages you said…
13148	389	8	53	zh-TW	是的，這就是…這些是我手機上的訊息。
13149	389	8	54	en-US	Well then I am going to ask you some questions about these messages. The first message was sent at 09:50 p.m. on December 21st, 2017 from the cell phone number 0958-932123, and the message said, “I miss you, my love”, what do you want to say?
13150	389	8	55	zh-TW	那只是我同事發給我的訊息啊。我記得我那時候剛好放了兩天假，我同事就只是關心我而已啊。我同事在美國讀書然後畢業…在美國接受教育的，所以她的思想相對也是開放許多。我們就…平常打打鬧鬧的…我們對於在乎的人會說my love這樣。
13151	389	8	56	en-US	So you mean that your coworker is westernized on his… her thoughts and her expression for feelings because she got the education in the US, so “my love” is nothing special?
13152	389	8	57	zh-TW	沒錯，那就只是…對於在乎的人所傳達的關心方式，真的沒有什麼。
13153	389	8	58	en-US	How about the previous sentence… in the message?
13154	389	8	59	zh-TW	就像我說的，我們就是同事。然後她很…比較擔心我一點，因為我兩天都沒去上班去放假這樣。
13155	389	8	60	en-US	Do you mean that… your coworker she is quite… she missed you because you have two day-off and there is no assistance on teaching…
13156	389	8	61	zh-TW	對，訊息的內容就是這樣，它的意思也是這樣。
13157	389	8	62	en-US	The second message was sent from the same… the exact same number at 11:55 p.m. on December 29th, 2017. The content is… writes as when can she be with you… “I want you so bad…”
13158	389	8	63	zh-TW	她這樣說只是為了告訴我，我在…我的一個…我剛剛寫到一個中文的作業要怎樣表達這樣…要怎樣表達一個豐富情感的句子。
13159	389	8	64	en-US	You saying that she sent you the message to help you on your assignment...? What are you talking about?
13160	389	8	65	zh-TW	就像之前…先前我老婆跟你們講的…我太太跟你們講的，我正在攻讀一個英語教學的碩士學位，而我需要30個學分才可以完成這個學位，所以在這之前有一些習作也是很正常的。
13161	389	8	66	en-US	Could you first explain your… what exactly you are preparing for the degree.
13162	389	8	67	zh-TW	我的學位是有關TESOL這個英語教學的系統…然後裡面除了英語教學外，也有一些文化相關的課程…或是語言能力相關的課程。
13163	389	8	68	en-US	So, the program you take needs not… has not only TESOL or… and courses about culture…communication…
13164	389	8	69	en-US	對啊，有至少三個是有關文化溝通的課程。
13165	389	8	70	zh-TW	What kind of assignment the courses will need you to complete?
13166	389	8	71	zh-TW	這些文化溝通的課程對每個人來說…每個人選的都有點不同，像我現在住在台灣，而且我準備要來教英文，所以我會需要這個…會需要一些能力在中文上。所以囉，我的一些作業就是有關中英翻譯的一些句子。
13167	389	8	72	en-US	So, according to your words, the program you need… and you need to translate some sentences between Chinese and English, right?
13168	389	8	73	zh-TW	對，我也需要精進我的閱讀跟寫作的能力在中文方面。
13169	389	8	74	en-US	Let’s get back to the sentence. It is one of your assignment?
13170	389	8	75	zh-TW	是啊，我讀到了一些句子，可是你也知道有一些中文字對外國人來說就是比較難理解，所以我請我的同事翻譯給我…翻譯成英文給我，讓我去明白句子的意思。
13171	389	8	76	en-US	Well, you are telling me that you ask your coworker to translate the sentence into English… from Chinese to English for you, and that is the answer… and then send text message to you as the answer for your exercises?
13172	389	8	77	zh-TW	對，那個就只是我功課的…那個訊息就只是我功課的解答。
13173	389	8	78	en-US	The defendant, we will go on to show you the file on page… the exhibit on page 14 to 16. So these are all part of your homework, right?
13174	389	8	79	zh-TW	沒錯，這些所有看到的句子都是在幫助我完成我的作業。
13175	389	8	80	en-US	Then, in terms of the affair your wife accused you, what’s your explanation?
13176	389	8	81	zh-TW	對此，我真的是覺得我太太真的是想太多了，我真的沒有做什麼。而且我也只是想讓自己可以更支持這個家這樣。而且庭上，請你知道，我在進修的時候我太太是完全沒給任何精神支持的。我太太真的是沒有幫助我太多，如果她能對於我在進修這件…進修英文這件事上，提供更多的協助的話，我也就不需要拜託我的同事來協助我，她才是那個需要被責怪的人。而且還造成這些誤解，真的很抱歉。
13177	389	8	82	en-US	According to your words, there’s… there seems to be unpleasure… unhappiness between you and your wife.
13178	389	8	83	zh-TW	我們剛…結婚沒多久的時候，我們都還…相處地都還很愉快很融洽，可是我的工作就是很不穩定，尤其在授課時數方面，因為真的沒什麼人要學葡萄牙文。所以漸漸地我們常為了我的工作而爭吵，我老婆都不知道我做了多少努力在想要去好好地維持這份工作上，而她也完全不知道我有多挫敗在遭遇了這些失敗上。
13179	389	8	84	en-US	Let’s get back to your program. When did it start? When did it end? (Do you know? And can you tell us?)
13180	389	8	85	zh-TW	我在2015年秋天開始了…開始去參與這個課程，它是個兩年期的課程。原本預計是在2017年5月會結束，可是我陸陸續續地在打工啊什麼的，所以我也是沒有完成這個學位這樣。就像我說的，我太太在對於我…進修英文這方面真的是沒有給予很大的支持，日子久了我也就感到很疲倦因為讓我覺得我是自己在奮鬥的這樣子，我真的很灰心。
13181	389	8	86	en-US	You’re saying that the course is a two-year course. But why did you… didn’t you accomplish it? 
13182	389	8	87	zh-TW	因為我沒辦法完成所有課程的作業。還有一些課程相關的規定。
13183	389	8	88	en-US	So when is the last semester of your registration?
13184	389	8	89	zh-TW	我註冊的最後一個學期是在2017年的春天。
13185	389	8	90	en-US	We know that your course ended in May 2017, then after this… after all of this, why… why those messages can… will show up in your text messages record…
13186	389	8	91	zh-TW	就算我沒辦法完成我的學業，也不代表我不想要精進我的中文能力。所以我為了更精進它，所以我就是自己繼續學下去這樣。
13187	389	8	92	en-US	According to that, even if you did not finish the course, you still want to make progress in your Chinese, is that right?
13188	389	8	93	zh-TW	對啊，這就是為什麼我才要向我同事尋求協助。
13189	389	8	94	en-US	Well, the role your coworker play is kind of tutor of your Chinese?
13190	389	8	95	zh-TW	她不僅僅是我的中文家教，她真的是一個很好的朋友。
13191	389	8	96	en-US	Did you pay her for the tutor?
13192	389	8	97	zh-TW	沒有…我有試著要付錢給她，可是她說不用。
13193	389	8	98	en-US	Well, you didn’t pay her. But why did she text you in such night… That is telling that you are beyond coworkers’ relationships?
13194	389	8	99	zh-TW	所以囉，我說，她真的是很幫助我的一個朋友。尤其花了…犧牲了她那些時間來幫助我學中文。
13195	389	8	100	en-US	Do you still work as an English teacher in that cram school?
13196	389	8	101	zh-TW	對，我依然在那裏就職。
13197	389	8	102	en-US	So do your coworker?
13198	389	8	103	zh-TW	她依然在那邊上班，但我們已經不再是教學的夥伴了。
13199	389	8	104	en-US	Prosecutor, any more witness or any further evidence needed to be investigate?
13200	389	8	105	en-US	Your honor, I would like to subpoena the defendant’s coworker 蓉兒黃 at his 美而美 cram school. I would like to ask her about the detail and the intention about those messages.
13201	389	8	106	en-US	The accuser, anything you want… is there anything you want the court to investigate?
13202	389	8	107	en-US	I heard that the cram school has take some… has taken action for the incident my husband and his coworker… and I even heard that the cram school asked his coworker to step out of the work.
13203	389	8	108	en-US	And the defendant, is there anything you want the court to help you investigate? It is a fact that the defendant your course is… your courses ended May 2017, so there’s no need about the assignment stuff you need to deal with, and that makes those messages quite dubious because you received them in the really night and that is quite out of control.
13204	389	8	109	zh-TW	我真的沒有什麼證據想要法院為我調查。就…一直都像我說的，我跟她會聊天，真的是單純就是我想精進我的中文，因為我真的想繼續學它這樣。
